episode, reward, reward_tard, reward_setup, SSPT, ATCS, MDD, COVERT,Average tardy jobs
480,-78.03,-86.65,-69.40,100,0,0,0,0.23
481,-77.26,-88.92,-65.60,100,0,0,0,6.93
482,-83.50,-98.60,-68.40,100,0,0,0,2.06
483,-83.85,-91.70,-76.00,100,0,0,0,0.27
484,-85.88,-97.96,-73.80,100,0,0,0,0.74
485,-83.47,-94.94,-72.00,100,0,0,0,0.40
486,-83.79,-95.78,-71.80,100,0,0,0,0.31
487,-80.62,-87.43,-73.80,100,0,0,0,0.37
488,-83.45,-94.10,-72.80,100,0,0,0,1.06
489,-88.54,-97.09,-80.00,100,0,0,0,0.18
490,-77.82,-78.64,-77.00,100,0,0,0,0.09
491,-80.20,-82.00,-78.40,100,0,0,0,0.00
492,-81.19,-96.18,-66.20,100,0,0,0,3.69
493,-82.30,-99.40,-65.20,100,0,0,0,1.79
494,-77.19,-87.58,-66.80,100,0,0,0,1.62
495,-81.50,-95.79,-67.20,100,0,0,0,2.80
496,-79.49,-83.39,-75.60,100,0,0,0,0.61
497,-85.01,-98.82,-71.20,100,0,0,0,0.39
498,-82.50,-88.01,-77.00,100,0,0,0,0.20
499,-72.68,-75.96,-69.40,100,0,0,0,0.44
500,-78.61,-89.22,-68.00,100,0,0,0,3.77
